TIME;TX_FORWARD
1;0.000279064883233371
2;0.000279064883233371
3;0.000279064883233371
4;0.000279064883233371
5;0.000279064883233371
6;0.000279064883233371
7;0.000279064883233371
8;0.000279064883233371
9;0.000279064883233371
10;0.000279064883233371
11;0.000279064883233371
12;0.000279064883233371
13;0.000218653266862656
14;0.000218653266862656
15;0.000218653266862656
16;0.000218653266862656
17;0.000218653266862656
18;0.000218653266862656
19;0.000218653266862656
20;0.000218653266862656
21;0.000218653266862656
22;0.000218653266862656
23;0.000218653266862656
24;0.000218653266862656
25;0.000128870099332046
26;0.000128870099332046
27;0.000128870099332046
28;0.000128870099332046
29;0.000128870099332046
30;0.000128870099332046
31;0.000128870099332046
32;0.000128870099332046
33;0.000128870099332046
34;0.000128870099332046
35;0.000128870099332046
36;0.000128870099332046
37;0.0000347440766435003
38;0.0000347440766435003
39;0.0000347440766435003
40;0.0000347440766435003
41;0.0000347440766435003
42;0.0000347440766435003
43;0.0000347440766435003
44;0.0000347440766435003
45;0.0000347440766435003
46;0.0000347440766435003
47;0.0000347440766435003
48;0.0000347440766435003
49;-0.0000670097712432982
50;-0.0000670097712432982
51;-0.0000670097712432982
52;-0.0000670097712432982
53;-0.0000670097712432982
54;-0.0000670097712432982
55;-0.0000670097712432982
56;-0.0000670097712432982
57;-0.0000670097712432982
58;-0.0000670097712432982
59;-0.0000670097712432982
60;-0.0000670097712432982
61;-0.000169874131301539
62;-0.000169874131301539
63;-0.000169874131301539
64;-0.000169874131301539
65;-0.000169874131301539
66;-0.000169874131301539
67;-0.000169874131301539
68;-0.000169874131301539
69;-0.000169874131301539
70;-0.000169874131301539
71;-0.000169874131301539
72;-0.000169874131301539
73;-0.000300745839764693
74;-0.000300745839764693
75;-0.000300745839764693
76;-0.000300745839764693
77;-0.000300745839764693
78;-0.000300745839764693
79;-0.000300745839764693
80;-0.000300745839764693
81;-0.000300745839764693
82;-0.000300745839764693
83;-0.000300745839764693
84;-0.000300745839764693
85;-0.000402223195528184
86;-0.000402223195528184
87;-0.000402223195528184
88;-0.000402223195528184
89;-0.000402223195528184
90;-0.000402223195528184
91;-0.000402223195528184
92;-0.000402223195528184
93;-0.000402223195528184
94;-0.000402223195528184
95;-0.000402223195528184
96;-0.000402223195528184
97;-0.000487523981966276
98;-0.000487523981966276
99;-0.000487523981966276
100;-0.000487523981966276
101;-0.000487523981966276
102;-0.000487523981966276
103;-0.000487523981966276
104;-0.000487523981966276
105;-0.000487523981966276
106;-0.000487523981966276
107;-0.000487523981966276
108;-0.000487523981966276
109;-0.00056833513931609
110;-0.00056833513931609
111;-0.00056833513931609
112;-0.00056833513931609
113;-0.00056833513931609
114;-0.00056833513931609
115;-0.00056833513931609
116;-0.00056833513931609
117;-0.00056833513931609
118;-0.00056833513931609
119;-0.00056833513931609
120;-0.00056833513931609
121;-0.000634456987923415
122;-0.000634456987923415
123;-0.000634456987923415
124;-0.000634456987923415
125;-0.000634456987923415
126;-0.000634456987923415
127;-0.000634456987923415
128;-0.000634456987923415
129;-0.000634456987923415
130;-0.000634456987923415
131;-0.000634456987923415
132;-0.000634456987923415
133;-0.000693369925248155
134;-0.000693369925248155
135;-0.000693369925248155
136;-0.000693369925248155
137;-0.000693369925248155
138;-0.000693369925248155
139;-0.000693369925248155
140;-0.000693369925248155
141;-0.000693369925248155
142;-0.000693369925248155
143;-0.000693369925248155
144;-0.000693369925248155
145;-0.00073294549565861
146;-0.00073294549565861
147;-0.00073294549565861
148;-0.00073294549565861
149;-0.00073294549565861
150;-0.00073294549565861
151;-0.00073294549565861
152;-0.00073294549565861
153;-0.00073294549565861
154;-0.00073294549565861
155;-0.00073294549565861
156;-0.00073294549565861
157;-0.000736397313679471
158;-0.000736397313679471
159;-0.000736397313679471
160;-0.000736397313679471
161;-0.000736397313679471
162;-0.000736397313679471
163;-0.000736397313679471
164;-0.000736397313679471
165;-0.000736397313679471
166;-0.000736397313679471
167;-0.000736397313679471
168;-0.000736397313679471
169;-0.000737841428832264
170;-0.000737841428832264
171;-0.000737841428832264
172;-0.000737841428832264
173;-0.000737841428832264
174;-0.000737841428832264
175;-0.000737841428832264
176;-0.000737841428832264
177;-0.000737841428832264
178;-0.000737841428832264
179;-0.000737841428832264
180;-0.000737841428832264
181;-0.000725947871650257
182;-0.000725947871650257
183;-0.000725947871650257
184;-0.000725947871650257
185;-0.000725947871650257
186;-0.000725947871650257
187;-0.000725947871650257
188;-0.000725947871650257
189;-0.000725947871650257
190;-0.000725947871650257
191;-0.000725947871650257
192;-0.000725947871650257
193;-0.000684740148790941
194;-0.000684740148790941
195;-0.000684740148790941
196;-0.000684740148790941
197;-0.000684740148790941
198;-0.000684740148790941
199;-0.000684740148790941
200;-0.000684740148790941
201;-0.000684740148790941
202;-0.000684740148790941
203;-0.000684740148790941
204;-0.000684740148790941
205;-0.000677386993210294
206;-0.000677386993210294
207;-0.000677386993210294
208;-0.000677386993210294
209;-0.000677386993210294
210;-0.000677386993210294
211;-0.000677386993210294
212;-0.000677386993210294
213;-0.000677386993210294
214;-0.000677386993210294
215;-0.000677386993210294
216;-0.000677386993210294
217;-0.000626470845356275
218;-0.000626470845356275
219;-0.000626470845356275
220;-0.000626470845356275
221;-0.000626470845356275
222;-0.000626470845356275
223;-0.000626470845356275
224;-0.000626470845356275
225;-0.000626470845356275
226;-0.000626470845356275
227;-0.000626470845356275
228;-0.000626470845356275
229;-0.00059911510844779
230;-0.00059911510844779
231;-0.00059911510844779
232;-0.00059911510844779
233;-0.00059911510844779
234;-0.00059911510844779
235;-0.00059911510844779
236;-0.00059911510844779
237;-0.00059911510844779
238;-0.00059911510844779
239;-0.00059911510844779
240;-0.00059911510844779
241;-0.000563528223865406
242;-0.000563528223865406
243;-0.000563528223865406
244;-0.000563528223865406
245;-0.000563528223865406
246;-0.000563528223865406
